Airport Name,Frequency,Latitude,Longitude
Atyrau Airport,14,47.1218986511,51.8213996887
Daet Airport,14,14.1291999817,122.9800033569
Seattle Tacoma International Airport,14,47.449001,-122.308998
Pincher Creek Airport,14,49.5205993652,-113.997001648
Boire Field,14,42.7817001343,-71.5148010254
Makung Airport,14,23.5687007904,119.6279983521
Bristol Filton Airport,14,51.5194015503,-2.5908300877
Yangyang International Airport,14,38.061298,128.669006
Rochester International Airport,14,43.9082984924,-92.5
Cox Field,14,33.6366004944,-95.4507980347
Regional de Maringá - Sílvio Nane Junior Airport,14,-23.4794445038,-52.01222229
Coronation Airport,14,52.0750007629,-111.444999695
Chaitén Airport,14,-42.932800293,-72.6990966797
Toledo Airport,14,-24.6863,-53.697498
Gerald R. Ford International Airport,14,42.88079834,-85.52279663
Thimarafushi Airport,14,2.211,73.1533
Victoria River Downs Airport,14,-16.4021244049,131.0049743652
Brussels South Charleroi Airport,14,50.459202,4.45382
Sharjah International Airport,14,25.3285999298,55.51720047
"Vardø Airport, Svartnes",14,70.3554000854,31.0449008942
Leonora Airport,14,-28.8780994415,121.3150024414
Senai International Airport,14,1.64131,103.669998
Seunagan Airport,14,4.25,96.2170028687
Ouani Airport,14,-12.1316995621,44.4303016663
Makurdi Airport,14,7.70388,8.61394
Osmany International Airport,14,24.9631996155,91.8667984009
Pinang Kampai Airport,14,1.60919,101.433998
Las Vegas Municipal Airport,14,35.6542015076,-105.141998291
Norfolk Naval Station (Chambers Field),14,36.937599,-76.289299
Elko Regional Airport,14,40.8249015808,-115.7919998169
Matei Airport,14,-16.6905994415,-179.876998901
Kasompe Airport,14,-12.5727996826,27.8938999176
Pasighat Airport,14,28.0660991669,95.3356018066
Fond du Lac County Airport,14,43.7711982727,-88.4884033203
Chefornak Airport,14,60.1492004395,-164.285995483
Branson Airport,14,36.532082,-93.200544
Rarotonga International Airport,14,-21.2026996613,-159.805999756
Higuerote Airport,14,10.462474,-66.092779
Awang Airport,14,7.1652398109,124.2099990845
Lleida-Alguaire Airport,14,41.728185,0.535023
Tallahassee Regional Airport,14,30.3964996338,-84.3503036499
Tocumen International Airport,14,9.0713596344,-79.3834991455
Bartica A Airport,14,6.358864,-58.655207
Tuscaloosa Regional Airport,14,33.2206001282,-87.6113967896
Wings Field,14,40.1375007629,-75.2650985718
Ada Regional Airport,14,34.804298,-96.671303
Concord-Padgett Regional Airport,14,35.387798,-80.709099
Jim Hamilton L.B. Owens Airport,14,33.970500946,-80.9952011108
Abbeville,14,50.143501,1.831891
Kooddoo Airport,14,0.7324,73.4336
Siuna,14,13.7272224426,-84.7777786255
Huizhou Airport,14,23.0499992371,114.599998474
Mason City Municipal Airport,14,43.1577987671,-93.3312988281
P C Pelser Airport,14,-26.871099472,26.718000412
"Mo i Rana Airport, Røssvoll",14,66.363899231,14.3014001846
Clayton J Lloyd International Airport,14,18.2048,-63.055099
Kalaleh Airport,14,37.3833007812,55.4519996643
Owen Sound / Billy Bishop Regional Airport,14,44.5903015137,-80.8375015259
Yeager Airport,14,38.3731002808,-81.5932006836
Adak Airport,14,51.8779983521,-176.6459960938
Reyes Airport,14,-14.3044,-67.353401
Plácido de Castro Airport,14,-9.868888855,-67.8980560303
Qianjiang Wulingshan Airport,14,29.5133333333,108.831111111
Nieuw Nickerie Airport,14,5.9555602074,-57.0393981934
Boryspil International Airport,14,50.3450012207,30.8946990967
Ourilândia do Norte Airport,13,-6.7631001473,-51.0499000549
Bacău Airport,13,46.521900177,26.9102993011
Koggala Airport,13,5.9936800003,80.3202972412
Maubeuge-Élesmes Airport,13,50.3105010986,4.0331201553
Ralph Wien Memorial Airport,13,66.88469696,-162.598999
Jasper County Airport,13,40.9478988647,-87.1826019287
Sloulin Field International Airport,13,48.177898407,-103.641998291
Saravane Airport,13,15.7094392077,106.410698891
Guiria Airport,13,10.5740776062,-62.3126678467
Alexander Bay Airport,13,-28.575001,16.5333
Venango Regional Airport,13,41.3778991699,-79.8603973389
Amami Airport,13,28.4305992126,129.7129974365
Termal Airport,13,-26.753611,-60.492222
Ordu Giresun Airport,13,40.966047,38.080994
Blaise Diagne International Airport,13,14.67,-17.073333
Tzaneen Airport,13,-23.8243999481,30.3292999268
Pond Inlet Airport,13,72.6832962036,-77.9666976929
Port Moller Airport,13,56.0060005188,-160.561004639
Mildura Airport,13,-34.2291984558,142.085998535
Salak Airport,13,10.4513998032,14.257399559
Crossville Memorial Whitson Field,13,35.9513015747,-85.0849990845
Kansai International Airport,13,34.4272994995,135.2440032959
Abeche Airport,13,13.8470001221,20.8442993164
Thisted Airport,13,57.0688018799,8.7052202225
Bornholm Airport,13,55.0633010864,14.7595996857
Shepparton Airport,13,-36.4289016724,145.3930053711
Gambell Airport,13,63.7667999268,-171.733001709
Belfast International Airport,13,54.6575012207,-6.2158298492
Ilford Airport,13,56.0614013672,-95.613899231
Telfer Airport,13,-21.7150001526,122.2289962769
Waterbury Oxford Airport,13,41.4785995483,-73.1352005005
Totness Airport,13,5.8658299446,-56.3274993896
Yeniseysk Airport,13,58.4742012024,92.1125030518
Parma Airport,13,44.824501,10.2964
Griffing Sandusky Airport,13,41.4333992004,-82.6522979736
Zaporizhzhia International Airport,13,47.8670005798,35.315700531
Bucholz Army Air Field,13,8.72012043,167.7319946289
Sangster International Airport,13,18.5037002563,-77.9133987427
Zoersel (Oostmalle) Airfield,13,51.264702,4.75333
Déline Airport,13,65.2110977173,-123.4359970093
Oriximiná Airport,13,-1.7140799761,-55.8362007141
Norwood Memorial Airport,13,42.1904983521,-71.1728973389
Anadolu Airport,13,39.809898,30.5194
Bahawalpur Airport,13,29.3481006622,71.7180023193
Meadows Field,13,35.43360138,-119.0569992
Fort Chipewyan Airport,13,58.76720047,-111.1169967651
Albert Whitted Airport,13,27.7651,-82.626999
Jiansanjiang Airport,13,47.11,132.660278
Treasure Cay Airport,13,26.745300293,-77.3912963867
Matecaña International Airport,13,4.81267,-75.7395
Saransk Airport,13,54.1251296997,45.2122573853
Piloto Osvaldo Marques Dias Airport,13,-9.8663892746,-56.1049995422
Desert Rock Airport,13,36.6194,-116.032997
Provincetown Municipal Airport,13,42.0718994141,-70.2213973999
Napa County Airport,13,38.2132,-122.280998
Nanchong Airport,13,30.79545,106.1626
Hon Airport,13,29.1100997925,15.9656000137
Kostanay West Airport,13,53.2069015503,63.5503005981
Dibrugarh Airport,13,27.4839000702,95.0168991089
Northeast Florida Regional Airport,13,29.9592,-81.339798
Fernando de Noronha Airport,13,-3.85493,-32.423302
Sir Seewoosagur Ramgoolam International Airport,13,-20.430201,57.683601
Riesa-Göhlis Airport,13,51.2936096191,13.3561105728
Shakhtyorsk Airport,13,49.1903,142.082993
Lamen Bay Airport,13,-16.5841999054,168.158996582
Nome Airport,13,64.5121994019,-165.4450073242
Mustique Airport,13,12.8879003525,-61.1801986694
Co Ong Airport,13,8.73183,106.633003
Kampong Chhnang Airport,13,12.255200386,104.564002991
Juan Manuel Galvez International Airport,13,16.316799,-86.523003
Gustavo Rizo Airport,13,20.3652992249,-74.5062026978
Naval Air Station Key West/Boca Chica Field,13,24.57579994,-81.68890381
Berlin-Tempelhof International Airport,13,52.4729995728,13.4039001465
Cowra Airport,13,-33.8446998596,148.6490020752
Boigu Airport,13,-9.2327804565,142.218002319
Goulburn Airport,13,-34.8102989197,149.7259979248
Vichy-Charmeil Airport,13,46.1697006226,3.4037399292
London Gatwick Airport,13,51.148102,-0.190278
Moron Air Base,13,37.1749000549,-5.615940094
Jessore Airport,13,23.1837997437,89.1607971191
Dortmund Airport,13,51.5182991028,7.6122398376
Arturo Michelena International Airport,13,10.1497325897,-67.9283981323
Philip S. W. Goldson International Airport,13,17.539100647,-88.3081970215
Suvarnabhumi Airport,13,13.6810998917,100.7470016479
Luis Munoz Marin International Airport,13,18.4393997192,-66.0018005371
Fortescue - Dave Forrest Aerodrome,13,-22.290754,119.437143
Laucala Island Airport,13,-16.7481002808,-179.6670074463
Shanshan Airport,13,42.9117012024,90.2474975586
Osaka International Airport,13,34.7854995728,135.43800354
Antwerp International Airport (Deurne),13,51.1893997192,4.4602799416
Departi Parbo Airport,13,-2.093,101.4683
Monkey Bay Airport,13,-14.0836000443,34.9197006226
Auburn University Regional Airport,13,32.615101,-85.433998
General Guadalupe Victoria International Airport,13,24.1242008209,-104.527999878
Marana Regional Airport,13,32.4095993042,-111.218002319
Melangguane Airport,13,4.00694,126.672997
Mount Magnet Airport,13,-28.1161003113,117.8420028687
Jamnagar Airport,13,22.4654998779,70.0126037598
Iconi Airport,13,-11.7108001709,43.2439002991
Baruun Urt Airport,13,46.6603012085,113.2850036621
Coventry Airport,13,52.3697013855,-1.4797199965
Munich Airport,13,48.353802,11.7861
Red Sucker Lake Airport,13,54.1671981812,-93.5571975708
Ambalabe Airport,13,-14.8987998962,47.9939002991
Niagara District Airport,13,43.1916999817,-79.1716995239
Cooktown Airport,13,-15.4447002411,145.1840057373
In Salah Airport,13,27.2509994507,2.5120201111
Yalata Mission Airport,13,-31.4706001282,131.8249969482
Kangerlussuaq Airport,13,67.0122218992,-50.7116031647
Warraber Island Airport,13,-10.2082996368,142.8249969482
Sármellék International Airport,13,46.686391,17.159084
Kastoria National Airport,13,40.4463005066,21.2821998596
Masset Airport,13,54.0275001526,-132.125
Mogilev Airport,13,53.9548988342,30.0951004028
Konya Airport,13,37.979,32.561901
St Thomas Municipal Airport,13,42.7700004578,-81.1108016968
Lewistown Municipal Airport,13,47.0493011475,-109.4670028687
Kent International Airport,13,51.342201,1.34611
Karluk Airport,13,57.5671005249,-154.449996948
RAF Akrotiri,13,34.590401,32.9879
Sierra Vista Municipal Libby Army Air Field,13,31.5884990692,-110.34400177
V.C. Bird International Airport,13,17.1367,-61.792702
Barinas Airport,13,8.615,-70.21416667
Izumo Airport,13,35.4136009216,132.88999939
Reid-Hillview Airport of Santa Clara County,13,37.332901001,-121.819000244
Antonio Narino Airport,13,1.39625,-77.2915
Ballera Airport,13,-27.405633,141.809458
Jahrom Airport,13,28.5867004395,53.5791015625
Fianarantsoa Airport,13,-21.4416007996,47.1116981506
Ingeniero Alberto Acuña Ongay International Airport,13,19.8167991638,-90.5002975464
Geelong Airport,13,-38.2249984741,144.3329925537
Base Aérea de Santos Airport,13,-23.9280567169,-46.2997207642
Boeing Field King County International Airport,13,47.5299987793,-122.3020019531
Eielson Air Force Base,13,64.66570282,-147.102005
Al Ahsa Airport,13,25.2852993011,49.4851989746
Springfield Branson National Airport,13,37.24570084,-93.38860321
Lindi Airport,13,-9.85111,39.757801
Antalya International Airport,13,36.898701,30.800501
La Guardia Airport,13,40.77719879,-73.87259674
Ngjiva Pereira Airport,13,-17.0435009003,15.6837997437
Troy Municipal Airport at N Kenneth Campbell Field,13,31.860399,-86.012101
Mc Guire Air Force Base,13,40.0155983,-74.59169769
Gorgan Airport,13,36.9094009399,54.4012985229
Gaspé (Michel-Pouliot) Airport,13,48.7752990723,-64.4785995483
Chandigarh Airport,13,30.673500061,76.7884979248
Fatmawati Soekarno Airport,13,-3.8637,102.338997
Chingozi Airport,13,-16.1047992706,33.6402015686
Hattiesburg Laurel Regional Airport,13,31.4671001434,-89.337097168
Abadan Airport,13,30.371099472,48.2282981873
Querétaro Intercontinental Airport,13,20.6173,-100.185997
York Landing Airport,13,56.0894012451,-96.0892028809
Suceava Stefan cel Mare Airport,13,47.6875,26.3540992737
Chaudhary Charan Singh International Airport,13,26.7605991364,80.8892974854
Repulse Bay Airport,13,66.5214004517,-86.2247009277
Juan Simons Vela Airport,13,-6.0678601265,-77.1600036621
Sir Grantley Adams International Airport,13,13.0746002197,-59.4925003052
Barreiras Airport,13,-12.0789003372,-45.0089988708
Hydaburg Seaplane Base,13,55.2062988281,-132.8280029297
Kamishly Airport,13,37.0205993652,41.1913986206
Néma Airport,13,16.6219997406,-7.3165998459
Yellowstone Regional Airport,13,44.520198822,-109.024002075
Ilam Airport,13,33.5866012573,46.404800415
Pormpuraaw Airport,13,-14.896451,141.60908
Villa Airport,13,3.4705555556,72.8358333333
Albacete-Los Llanos Airport,13,38.9485015869,-1.8635200262
Melbourne Moorabbin Airport,13,-37.9757995605,145.1020050049
Lackland Air Force Base,13,29.38419914,-98.58110046
Devils Lake Regional Airport,13,48.11420059,-98.90879822
Dodge City Regional Airport,13,37.7634010315,-99.9655990601
Muskoka Airport,13,44.9747009277,-79.3032989502
Dzaoudzi Pamandzi International Airport,13,-12.8046998978,45.2811012268
Al Dhafra Air Base,13,24.2481994629,54.5476989746
Gemena Airport,13,3.2353699207,19.7712993622
Rock Sound Airport,13,24.8950787333,-76.1768817902
Baicheng Chang'an Airport,13,45.505278,123.019722
Hierro Airport,13,27.8148002625,-17.8871002197
Ruben Cantu Airport,13,8.0855998993,-80.9452972412
Rafha Domestic Airport,13,29.6263999939,43.4906005859
Ngurah Rai (Bali) International Airport,13,-8.748169899,115.1669998169
Sultan Iskandar Muda International Airport,13,5.522872024,95.4206371307
Talhar Airport,13,24.8414993286,68.8384017944
Horsham Airport,13,-36.6697006226,142.1730041504
Inhaca Airport,13,-25.9971446991,32.9293518066
Timbuktu Airport,13,16.7304992676,-3.0075800419
Menongue Airport,13,-14.6576004028,17.7198009491
Lourdes de Blanc Sablon Airport,13,51.4435997009,-57.1852989197
Lydd Airport,13,50.9561004639,0.9391670227
Smiths Falls-Montague (Russ Beach) Airport,13,44.9458007812,-75.9405975342
Kerry Airport,13,52.1809005737,-9.5237798691
Rosecrans Memorial Airport,13,39.771900177,-94.9096984863
West Wyalong Airport,13,-33.9371986389,147.190994263
Bern Belp Airport,13,46.914100647,7.4971499443
Kings Creek Airport,13,-24.4232997894,131.8350067139
Zabol Airport,13,31.0983009338,61.5438995361
Fukushima Airport,13,37.2274017334,140.4309997559
Essex County Airport,13,40.8751983643,-74.2814025879
Namsang Airport,13,20.890499115,97.7359008789
Kitakyūshū Airport,13,33.8459014893,131.035003662
Île Art - Waala Airport,13,-19.7206001282,163.6609954834
Nusawiru Airport,13,-7.719895,108.488995
Yakutsk Airport,13,62.0932998657,129.7709960938
Edward G. Pitka Sr Airport,13,64.73619843,-156.9369965
Peace River Airport,13,56.226898,-117.446999
Georgetown County Airport,13,33.3116989136,-79.3196029663
Ech Cheliff Airport,13,36.2126998901,1.3317699432
Johan Adolf Pengel International Airport,13,5.4528298378,-55.1878013611
Joe Foss Field Airport,13,43.5820007324,-96.741897583
Tydeo Larre Borges Airport,13,-32.3633003235,-58.0619010925
Wonsan Kalma International Airport,13,39.166801,127.486
Manang Airport,13,28.641399,84.089203
Port Bergé Airport,13,-15.584286,47.623587
Regina International Airport,13,50.4319000244,-104.6660003662
Dover Air Force Base,13,39.12950134,-75.46600342
Neubrandenburg Airport,13,53.6022,13.306
Oskarshamn Airport,13,57.350498,16.497999
Orlando Sanford International Airport,13,28.7775993347,-81.2375030518
Mata'aho Airport,13,-15.5707998276,-175.632995605
Anahim Lake Airport,13,52.4524993896,-125.3030014038
Lizard Island Airport,13,-14.673273,145.454571
Shaxian Airport,13,26.4263,117.8336
Papa Westray Airport,13,59.3516998291,-2.9002799988
Wilkes Barre Scranton International Airport,13,41.3385009766,-75.7233963013
Inisheer Aerodrome,13,53.0647010803,-9.5108995438
Kramfors Sollefteå Airport,13,63.0485992432,17.7688999176
Naiu Airport,13,-16.1191,-146.3683
Cartwright Airport,13,53.682800293,-57.0419006348
Belaga Airport,13,2.6500000954000003,113.766998291
Hopedale Airport,13,55.448299408,-60.2285995483
Matagami Airport,13,49.7616996765,-77.8028030396
Migalovo Air Base,13,56.8246994019,35.7577018738
El Tari Airport,13,-10.1716003418,123.6709976196
Mohéli Bandar Es Eslam Airport,13,-12.2981004715,43.7663993835
Beirut Rafic Hariri International Airport,13,33.8208999634,35.4883995056
Leinster Airport,13,-27.8432998657,120.7030029297
Resistencia International Airport,13,-27.45,-59.0561
Blackwater Airport,13,-23.603099823,148.8070068359
Salt Lake City International Airport,13,40.7883987427,-111.9779968262
Yerbogachen Airport,13,61.2750015259,108.029998779
Gillette Campbell County Airport,13,44.3488998413,-105.539001465
Sandnessjøen Airport (Stokka),13,65.9568023682,12.4688997269
Minna Airport,13,9.6521701813,6.4622597694
Clermont-Ferrand Auvergne Airport,13,45.7867012024,3.1691699028
Ellington Airport,13,29.6072998047,-95.1587982178
Poprad-Tatry Airport,13,49.073600769,20.2411003113
Needles Airport,13,34.7663002014,-114.623001099
Maimun Saleh Airport,13,5.8741297722,95.3396987915
Bouarfa Airport,13,32.514305555600004,-1.9830555556
Zyryanka Airport,13,65.7485,150.8889
Kalymnos Airport,13,36.9632987976,26.9405994415
Lloydminster Airport,13,53.3092002869,-110.0729980469
Goondiwindi Airport,13,-28.5214004517,150.3200073242
Hartford Brainard Airport,13,41.7366981506,-72.6493988037
Mbuji Mayi Airport,13,-6.121240139,23.5690002441
Beni Airport,13,0.5750000000000001,29.4739
Illizi Takhamalt Airport,13,26.7234992981,8.6226501465
Sørkjosen Airport,13,69.7867965698,20.959400177
Clovis Municipal Airport,13,34.4250984192,-103.07900238
Dole-Tavaux Airport,13,47.042686,5.435063
Paros National Airport,13,37.020495,25.113195
Santa Elena de Uairen Airport,13,4.5549998283,-61.1500015259
Jyvaskyla Airport,13,62.3995018005,25.6783008575
Elazığ Airport,13,38.6068992615,39.2914009094
Port Said Airport,13,31.2793998718,32.2400016785
Diomício Freitas Airport,13,-28.7244434357,-49.4213905334
Amado Nervo National Airport,13,21.4195,-104.843002
Mc Alester Regional Airport,13,34.882401,-95.783501
Ngot Nzoungou Airport,13,-4.20635,12.6599
Rourkela Airport,13,22.256701,84.814598
Independence Municipal Airport,13,37.1584014893,-95.7783966064
Mekane Selam Airport,13,10.7254,38.7415
Václav Havel Airport Prague,13,50.1008,14.26
Biratnagar Airport,13,26.4815006256,87.263999939
Oxford (Kidlington) Airport,13,51.8368988037,-1.3200000524
"Pine Bluff Regional Airport, Grider Field",13,34.1731,-91.9356
Tri-County Regional Airport,13,43.2117004395,-90.181602478
Hotan Airport,13,37.0385017395,79.8648986816
Doomadgee Airport,13,-17.9403,138.822006
Kolhapur Airport,13,16.6646995544,74.2893981934
Uige Airport,13,-7.6030697823,15.0277996063
Bodaybo Airport,13,57.8661003113,114.242996216
Deadman's Cay Airport,13,23.1790008545,-75.0935974121
Aktau Airport,13,43.8601,51.091999
Palmyra Airport,13,34.5574,38.316898
Fort Wayne International Airport,13,40.97850037,-85.19509888
Nizhnevartovsk Airport,13,60.9492988586,76.4835968018
Nancy-Essey Airport,13,48.6921005249,6.2304601669
Bowman Field,13,38.2280006409,-85.6636962891
Bearskin Lake Airport,13,53.9655990601,-91.0271987915
Talakan Airport,13,59.876389,111.044444
Hodeidah International Airport,13,14.7530002594,42.9762992859
Mihail Kogălniceanu International Airport,13,44.3622016907,28.4883003235
Tacheng Airport,13,46.6725006104,83.3407974243
Manassas Regional Airport/Harry P. Davis Field,13,38.72140121,-77.51540375
Ranong Airport,13,9.7776203156,98.5855026245
Bocas Del Toro International Airport,13,9.3408498764,-82.2508010864
Fort Dodge Regional Airport,13,42.55149841,-94.19259644
Chhatrapati Shivaji International Airport,13,19.0886993408,72.8678970337
Almería International Airport,13,36.8438987732,-2.3701000214
Sanandaj Airport,13,35.2458992004,47.0092010498
Shank Air Base,13,33.9225,69.0772222222
Maré Airport,13,-21.4817008972,168.0379943848
Orange Airport,13,-33.3816986084,149.132995605
Elista Airport,13,46.3739013672,44.3308982849
Lake Havasu City Airport,13,34.571098,-114.358002
Sulaymaniyah International Airport,13,35.5617485046,45.3167381287
Deputado Luiz Eduardo Magalhães International Airport,13,-12.9086112976,-38.3224983215
Ravensthorpe Airport,13,-33.7971992493,120.208000183
Kittilä Airport,13,67.7009963989,24.8467998505
Shillong Airport,13,25.7035999298,91.9786987305
Antonio Nery Juarbe Pol Airport,13,18.4500007629,-66.6753005981
Kingscote Airport,13,-35.7139015198,137.5209960938
Stung Treng Airport,13,13.5319004059,106.0149993896
Hanzhong Chenggu Airport,13,33.134136,107.206014
Rivne International Airport,13,50.6071014404,26.1415996552
Xishuangbanna Gasa Airport,13,21.9738998413,100.7600021362
Durango La Plata County Airport,13,37.1515007019,-107.753997803
Iwakuni Marine Corps Air Station,13,34.143902,132.235992
Sadiq Abubakar III International Airport,13,12.9162998199,5.2071900368
Ireland West Knock Airport,13,53.9103012085,-8.8184900284
Chichester/Goodwood Airport,13,50.8594017029,-0.7591670156
Comodoro Pierrestegui Airport,13,-31.2969,-57.9966
Port Sudan New International Airport,13,19.433599472,37.2341003418
Holy Cross Airport,13,62.1883010864,-159.7749938965
Lugano Airport,13,46.0042991638,8.9105796814
Khmelnytskyi Airport,13,49.359699,26.933399
Guyuan Liupanshan Airport,13,36.0788888889,106.216944444
Toussus-le-Noble Airport,13,48.7518997192,2.1061899662
Brigham City Regional Airport,13,41.552399,-112.061996
Daniel Z. Romualdez Airport,13,11.228035,125.027761
Vitória da Conquista Airport,13,-14.8627996445,-40.8630981445
Bonito Airport,13,-21.247299,-56.452499
Maupiti Airport,13,-16.4265003204,-152.2440032959
Shaikh Zaid Airport,13,28.3838996887,70.2796020508
Halim Perdanakusuma International Airport,13,-6.2666101456,106.8909988403
Hechi Jinchengjiang Airport,13,24.805,107.6997
Arua Airport,13,3.0499999523,30.9169998169
Waukegan National Airport,13,42.4221992493,-87.8678970337
Chokurdakh Airport,13,70.6231002808,147.9019927979
Tenerife South Airport,13,28.044500351,-16.5725002289
Juan H White Airport,13,7.96847,-75.1985
Ciudad Obregón International Airport,13,27.3925991058,-109.8330001831
Kuito Airport,13,-12.4046001434,16.9473991394
Juneau International Airport,13,58.3549995422,-134.5760040283
Taraz Airport,13,42.8535995483,71.3035964966
Monterey Peninsula Airport,13,36.5870018005,-121.8430023193
Necochea Airport,13,-38.4831,-58.8172
Sharm El Sheikh International Airport,13,27.9773006439,34.3950004578
Saint Louis Airport,13,16.0508003235,-16.4631996155
Cold Bay Airport,13,55.2061004639,-162.7250061035
Akron Fulton International Airport,13,41.0374984741,-81.4669036865
Thangool Airport,13,-24.4939002991,150.5760040283
Dipolog Airport,13,8.6019834988,123.341875076
Syamsudin Noor Airport,13,-3.4423599243,114.7630004883
Havre St Pierre Airport,13,50.2818984985,-63.6114006042
Imsık Airport,13,37.1400985718,27.6697006226
Caloundra Airport,13,-26.7999992371,153.1000061035
Godman Army Air Field,13,37.9071006775,-85.9720993042
Tamana Island Airport,13,-2.4858300686,175.9700012207
Nis Airport,13,43.337299,21.853701
Catamarca Airport,13,-28.5956001282,-65.751701355
Sfax Thyna International Airport,13,34.7179985046,10.6909999847
Juan Casiano Airport,13,2.57013,-77.8986
Car Nicobar Air Force Station,13,9.1525096893,92.8196029663
Dundo Airport,13,-7.4008898735,20.8185005188
Kikori Airport,13,-7.4243798256,144.2500762939
Mtwara Airport,13,-10.339099884,40.1818008423
Bergen Airport Flesland,13,60.29339981,5.218140125
Altus Air Force Base,13,34.667098999,-99.2667007446
Mannheim-City Airport,13,49.473057,8.514167
Falcon Field,13,33.4608001709,-111.727996826
Borg El Arab International Airport,13,30.9176998138,29.6963996887
Eskilstuna Airport,13,59.3511009216,16.7084007263
Belbek Airport,13,44.688999176,33.5709991455
Kalamata Airport,13,37.0682983398,22.0254993439
Lansdowne House Airport,13,52.1955986023,-87.9341964722
Magnitogorsk International Airport,13,53.3931007385,58.7556991577
Williams Harbour Airport,13,52.5668983459,-55.7846984863
Evansville Regional Airport,13,38.0369987488,-87.5324020386
Corn Island,13,12.162899971,-83.0637969971
Capitán Av. German Quiroga G. Airport,13,-14.8591995239,-66.7375030518
Garissa Airport,13,-0.4635080099,39.6483001709
El Paso International Airport,13,31.80719948,-106.3779984
Stavropol Shpakovskoye Airport,13,45.1091995239,42.1128005981
Riverside Airport,13,-25.4300003052,31.5767002106
Teniente Col Carmelo Peralta Airport,13,-23.442363,-57.427253
Lehigh Valley International Airport,13,40.6520996094,-75.4408035278
Richmond International Airport,13,37.5051994324,-77.3197021484
Natashquan Airport,13,50.1899986267,-61.7891998291
Bantry Aerodrome,13,51.668598175,-9.48416996
Sui Airport,13,28.6450996399,69.176902771
Leonardo da Vinci–Fiumicino Airport,13,41.8002778,12.2388889
Arusha Airport,13,-3.3677899837,36.6333007812
Inukjuak Airport,13,58.4719009399,-78.0768966675
Thunder Bay Airport,13,48.3718986511,-89.3238983154
Perth International Airport,13,-31.9402999878,115.9670028687
Telluride Regional Airport,13,37.9538002,-107.9079971
Naples Municipal Airport,13,26.1525993347,-81.7752990723
Michigan City Municipal Airport,13,41.7033004761,-86.8211975098
Beaver County Airport,13,40.7724990845,-80.3914031982
De Kooy Airport,13,52.9234008789,4.7806200981
Saúl Airport,13,3.61361,-53.204201
Baracoa Airport,13,9.28474,-74.8461
Bezmer Air Base,13,42.4548988342,26.3521995544
Brisbane International Airport,13,-27.3841991425,153.1170043945
Mongu Airport,13,-15.2545003891,23.1623001099
Almaty Airport,13,43.3521003723,77.0404968262
Mangaia Island Airport,13,-21.895986557,-157.9066619873
Miller Field,13,42.85779953,-100.5479965
Hof-Plauen Airport,13,50.2886123657,11.8563890457
Madera Municipal Airport,13,36.9886016846,-120.111999512
El Golea Airport,13,30.5713005066,2.8595900536
Marshall Army Air Field,13,39.05530167,-96.76450348
St Angelo Airport,13,54.3988990784,-7.6516699791
Corvallis Municipal Airport,13,44.49720001,-123.2900009
Benjamin Rivera Noriega Airport,13,18.313289,-65.304324
Butaritari Atoll Airport,13,3.08583,172.811005
Wuhai Airport,13,39.7934,106.7993
Capitán FAP Renán Elías Olivera International Airport,13,-13.7448997498,-76.2202987671
Lomé-Tokoin Airport,13,6.1656098366,1.2545100451
University Park Airport,13,40.8493003845,-77.8487014771
Pikangikum Airport,13,51.8196983337,-93.9732971191
Komatsu Airport,13,36.3945999146,136.4069976807
Andahuaylas Airport,13,-13.7063999176,-73.350402832
Medicine Hat Airport,13,50.018901825,-110.7210006714
Bahia - Jorge Amado Airport,13,-14.8159999847,-39.0331993103
Sedona Airport,13,34.8485984802,-111.7880020142
Mosul International Airport,13,36.305801,43.1474
Wiley Post Airport,13,35.53419876,-97.64710236
Buffalo Narrows Airport,13,55.8418998718,-108.417999268
Gamal Abdel Nasser Airport,13,31.861,23.907
Comandante Espora Airport,13,-38.725,-62.1693
McMinn County Airport,13,35.39730072,-84.56259918
Upernavik Airport,13,72.7901992798,-56.1305999756
Ross River Airport,13,61.9706001282,-132.42300415
Kili Airport,13,5.644515,169.119507
Outer Skerries Airport,13,60.4252,-0.75
Windorah Airport,13,-25.4130992889,142.6670074463
Kangiqsujuaq (Wakeham Bay) Airport,13,61.5886001587,-71.929397583
Windsor Airport,13,42.2756004333,-82.9555969238
Comiso Airport,13,36.994601,14.607182
North Central State Airport,13,41.9207992554,-71.4914016724
Bosaso Airport,13,11.2753000259,49.1493988037
Whidbey Island Naval Air Station (Ault Field),13,48.351799,-122.655998
Courchevel Airport,13,45.3967018127,6.6347198486
Aswan International Airport,13,23.9643993378,32.8199996948
Gilgit Airport,13,35.918800354,74.3336029053
Port Clarence Coast Guard Station,13,65.2537002563,-166.85899353
Bao'anying Airport,13,26.54,101.79852
Takaroa Airport,13,-14.4558000565,-145.0249938965
Bonn-Hangelar Airport,13,50.7688903809,7.1633329392
Aktobe Airport,13,50.2458,57.206699
Zagreb Airport,13,45.7429008484,16.0687999725
Hutchinson Municipal Airport,13,38.0654983521,-97.8606033325
Sierra Maestra Airport,13,20.2880992889,-77.0892028809
Geraldton Airport,13,-28.796101,114.707001
Tunxi International Airport,13,29.7332992554,118.2559967041
Gambella Airport,13,8.1287603378,34.5630989075
Luoyang Airport,13,34.7411003113,112.388000488
Rouyn Noranda Airport,13,48.2061004639,-78.8356018066
